bathrooms,bedrooms,condition,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated_bool,zipcode
1.75,3,3,1.0,7,405000.0,1140,530,1670,1670,6720,7320,0,0,1980,0,98034
2.25,5,3,1.0,8,675000.0,1450,1450,2900,2310,10300,10300,0,0,1985,0,98006
1.0,2,4,1.0,7,500000.0,1140,500,1640,1520,14100,13527,0,0,1954,0,98006
2.5,4,4,2.0,7,389999.0,1890,0,1890,2410,15770,15256,0,0,1968,0,98166
1.75,4,4,1.0,8,630000.0,1780,1170,2950,2120,9025,9600,2,0,1975,0,98034
2.5,4,3,2.0,9,360000.0,2160,0,2160,2280,9528,9937,0,0,1992,0,98001
3.0,4,3,2.0,8,580000.0,2270,1010,3280,2320,11060,11004,0,0,1986,0,98056
2.0,3,5,2.0,8,550000.0,1270,700,1970,2390,4166,4166,3,0,1929,0,98126
2.5,4,3,2.0,10,879000.0,3360,0,3360,3150,22111,11374,0,0,1994,0,98075
2.0,3,3,1.0,7,265000.0,1320,0,1320,1740,8959,7316,0,0,1993,0,98042
2.5,3,3,2.0,8,446500.0,2650,0,2650,2400,7286,7220,0,0,1990,0,98059
1.5,3,3,1.0,7,404000.0,1330,700,2030,2140,8880,5592,0,0,1963,0,98108
1.75,3,3,1.0,7,267500.0,1090,500,1590,1630,11914,9052,2,0,1957,0,98188
5.0,4,3,1.0,10,3075000.0,2600,1950,4550,4550,18641,19508,4,1,2002,0,98074
2.5,3,3,2.0,8,335000.0,2440,0,2440,2510,7632,7903,0,0,1998,0,98003
2.5,3,4,1.0,7,576000.0,970,970,1940,2190,9000,7310,0,0,1948,0,98117
2.5,3,3,2.0,8,208633.0,2040,0,2040,2370,3810,4590,0,0,2006,0,98038
2.25,3,4,1.0,7,315000.0,1120,1080,2200,1460,8750,10139,0,0,1964,0,98166
1.75,3,4,1.0,8,725000.0,960,960,1920,1740,3300,4000,0,0,1913,0,98112
2.75,4,4,1.0,8,550000.0,1400,400,1800,1800,7750,8275,0,0,1965,0,98177
2.25,4,3,2.0,8,610750.0,2180,0,2180,2250,7297,9781,0,0,1984,0,98074
1.0,2,4,1.5,6,550700.0,1010,0,1010,1460,5000,5000,0,0,1908,0,98105
2.75,4,5,2.0,8,665000.0,2220,1100,3320,2720,10574,8330,0,0,1960,0,98056
2.5,4,5,1.5,8,834000.0,1980,390,2370,2440,4000,5750,2,0,1928,0,98144
1.75,5,3,1.5,6,201000.0,1660,0,1660,1660,78408,78408,0,0,1915,0,98065
2.5,5,5,2.0,10,2384000.0,3370,280,3650,2880,9050,5400,4,0,1921,0,98119
3.25,4,3,1.0,11,1384000.0,2690,1600,4290,3860,12103,11244,3,0,1997,0,98006
3.25,4,3,1.0,11,1400000.0,2690,1600,4290,3860,12103,11244,3,0,1997,0,98006
2.25,4,3,1.0,8,305000.0,1350,600,1950,2150,7700,7350,0,0,1979,0,98058
2.0,3,5,1.0,8,487000.0,1720,870,2590,1570,14052,8162,0,0,1948,0,98133
2.5,3,4,1.0,8,390000.0,1930,0,1930,2350,64904,57500,0,0,1988,0,98042
1.0,2,4,1.0,7,548000.0,1170,300,1470,1570,3864,3864,0,0,1916,0,98103
1.0,4,3,1.0,6,268750.0,800,0,800,1310,8775,8775,0,0,1943,0,98166
2.75,5,3,2.0,9,819900.0,3150,0,3150,1560,7119,8384,0,0,2013,0,98052
2.25,3,3,2.0,8,520000.0,2030,0,2030,2660,16200,17958,0,0,1984,0,98027
2.0,3,3,1.0,7,230000.0,1450,0,1450,1520,11204,9518,0,0,2003,0,98001
1.75,3,3,1.0,7,240000.0,1510,0,1510,1510,10248,9753,0,0,1969,0,98023
1.0,2,3,1.0,6,232000.0,960,280,1240,1820,12092,7460,0,0,1922,1,98146
1.0,2,3,1.0,6,240500.0,960,280,1240,1820,12092,7460,0,0,1922,1,98146
2.5,3,3,2.0,9,274975.0,3030,0,3030,3080,45004,35781,0,0,1987,0,98077
2.0,4,4,1.5,9,740000.0,2050,0,2050,2320,4400,5500,0,0,1922,0,98102
1.0,3,2,1.0,7,186375.0,1000,0,1000,1150,7636,7600,0,0,1952,0,98166
2.25,3,4,1.0,9,790000.0,1590,780,2370,2500,10289,10004,0,0,1977,0,98005
3.5,4,3,2.0,9,880000.0,1890,910,2800,2370,6750,6120,0,0,1951,1,98105
1.75,6,4,2.0,7,279000.0,2240,0,2240,1590,11180,7955,0,0,1955,0,98198
2.0,3,3,1.0,8,295000.0,1810,0,1810,1910,10530,10450,2,0,1991,0,98022
1.0,2,3,1.0,7,640000.0,1070,0,1070,1710,5000,5000,0,0,1924,0,98103
2.0,4,5,2.0,9,940000.0,2490,0,2490,2770,9525,9525,0,0,1968,0,98040
2.5,4,3,2.0,7,260000.0,1960,0,1960,1800,5238,5894,0,0,2003,0,98038
2.75,3,3,1.0,9,559900.0,1860,1070,2930,2580,5569,11045,0,0,2004,0,98072
2.0,4,5,1.5,7,791500.0,1510,0,1510,1820,3500,3750,0,0,1911,0,98103
1.75,3,3,1.0,7,265000.0,1420,0,1420,1740,8250,8000,0,0,1954,0,98133
1.75,3,3,1.0,7,245000.0,1740,0,1740,880,11547,78408,0,0,1954,0,98178
1.75,4,4,2.0,7,485000.0,2560,0,2560,2560,43995,14764,0,0,1962,0,98052
3.5,4,3,2.0,9,684000.0,2420,620,3040,3470,8414,8066,0,0,2010,0,98059
1.75,3,3,1.0,8,425000.0,1300,1200,2500,1580,6840,8691,0,0,1957,0,98125
1.75,4,4,1.0,6,309600.0,1275,0,1275,1660,20000,20000,0,0,1991,0,98070
2.5,4,3,2.0,8,552250.0,2580,0,2580,2380,5823,5823,0,0,2002,0,98065
1.0,4,3,1.0,6,165000.0,1000,0,1000,1020,7134,7138,0,0,1943,0,98178
1.0,4,3,1.0,6,239900.0,1000,0,1000,1020,7134,7138,0,0,1943,0,98178
1.0,2,4,1.0,6,320000.0,1070,0,1070,1360,32633,32156,0,0,1930,0,98059
2.0,3,4,1.0,7,206600.0,1390,0,1390,1720,13464,12080,0,0,1987,0,98030
1.75,4,3,1.0,7,387000.0,1250,1250,2500,2040,7690,8646,0,0,1973,0,98155
0.75,1,3,1.0,4,299000.0,560,0,560,1300,12120,19207,0,0,1967,0,98014
2.75,4,3,2.0,9,855000.0,2270,0,2270,2610,10460,10180,0,0,1965,0,98040
1.0,3,4,1.0,7,315000.0,1300,600,1900,1940,14400,14400,0,0,1954,0,98166
1.0,2,5,1.0,7,437500.0,790,200,990,1930,3120,3120,2,0,1907,0,98103
1.5,4,4,1.0,7,252000.0,1050,500,1550,1640,19800,22654,0,0,1969,0,98001
1.75,4,5,1.0,7,375000.0,1100,1100,2200,1600,7475,5766,0,0,1955,0,98118
2.5,4,3,2.0,7,300000.0,1910,0,1910,2010,4862,5091,0,0,2005,0,98038
1.0,4,4,1.5,7,420000.0,1750,0,1750,1750,9600,10530,0,0,1954,0,98006
1.0,3,3,1.0,7,900000.0,1330,0,1330,1340,77972,17689,0,0,1928,1,98033
2.5,3,3,2.0,9,679900.0,1980,460,2440,1520,5750,5750,2,0,2000,0,98116
2.5,3,3,2.0,7,463000.0,1640,0,1640,1580,29970,28399,0,0,1992,0,98053
2.5,5,4,2.0,9,380000.0,2760,0,2760,2470,11340,11340,0,0,1978,0,98059
2.5,4,3,2.0,7,329500.0,1820,0,1820,1820,7912,8168,0,0,1994,0,98038
2.5,3,3,1.0,8,604950.0,1340,770,2110,2040,5608,9363,0,0,2013,0,98033
2.5,5,4,1.0,8,795000.0,1640,1400,3040,2920,9570,8800,2,0,1966,0,98006
2.0,3,3,2.0,7,465000.0,1840,0,1840,1380,40438,44049,0,0,1994,0,98045
2.5,4,3,2.0,9,673000.0,2990,0,2990,2140,10400,17449,0,0,2002,0,98166
2.5,4,3,2.0,10,810000.0,3520,0,3520,3400,15420,21455,0,0,1991,0,98074
2.75,4,4,1.0,8,785000.0,1910,530,2440,2770,69415,24361,0,0,1989,0,98075
3.0,4,3,1.0,7,338000.0,1370,720,2090,1810,7500,7650,0,0,1986,0,98056
2.25,3,3,2.0,7,280000.0,1430,0,1430,1430,7222,7220,0,0,1993,0,98056
2.25,4,5,1.0,7,315000.0,1100,1080,2180,1810,10754,6929,0,0,1954,0,98133
2.25,4,5,1.0,7,530000.0,1100,1080,2180,1810,10754,6929,0,0,1954,0,98133
3.0,5,3,2.0,9,380000.0,3450,0,3450,2860,9914,9721,0,0,2004,0,98023
2.25,3,3,2.0,7,297000.0,1450,0,1450,1650,7562,7625,0,0,1994,0,98056
2.5,4,3,2.0,10,730000.0,3230,0,3230,3480,7331,7447,0,0,2004,0,98075
1.75,3,3,1.0,7,450000.0,1110,530,1640,1770,13500,12600,0,0,1940,0,98125
3.0,3,3,1.0,7,275000.0,1060,530,1590,1680,7750,7500,0,0,1997,0,98038
2.0,4,3,2.0,7,595000.0,2020,0,2020,1910,2849,3120,0,0,1960,0,98115
1.5,3,3,1.5,7,435000.0,1300,0,1300,1590,3348,2577,0,0,1904,1,98144
1.5,2,1,1.0,6,270000.0,1380,0,1380,3130,209959,19868,0,0,1954,0,98011
3.0,3,3,2.0,10,950000.0,3030,1010,4040,3360,14338,14142,0,0,1986,0,98077
2.25,4,3,2.0,7,389000.0,2130,0,2130,2300,5337,6930,0,0,2001,0,98019
2.25,4,3,1.0,8,560000.0,1580,970,2550,2420,7800,8050,0,0,1968,0,98052
3.5,5,3,2.0,11,1350000.0,3480,1320,4800,4050,14984,19009,2,0,1998,0,98006
2.25,4,4,2.0,8,799000.0,2510,0,2510,2450,11585,9691,0,0,1969,0,98040
2.0,3,4,1.0,7,365500.0,1410,0,1410,1410,9600,9600,0,0,1983,0,98072
2.0,3,3,1.0,7,252350.0,1160,490,1650,1710,7352,7350,0,0,1979,0,98058
2.5,4,3,2.0,8,403950.0,2120,0,2120,1880,13780,12000,0,0,1993,0,98146
1.5,4,3,1.0,7,385000.0,1380,660,2040,1610,10726,10020,0,0,1954,0,98177
1.0,4,3,1.5,7,345000.0,1550,0,1550,1450,7620,7620,0,0,1957,0,98106
2.75,3,4,2.0,9,490000.0,1980,0,1980,1950,3128,2856,0,0,1979,0,98008
2.5,3,3,2.0,8,330000.0,1600,0,1600,1790,26977,27743,0,0,2005,0,98019
2.75,4,3,2.0,8,927000.0,3300,0,3300,3180,12090,12239,0,0,1953,0,98004
2.5,4,4,2.0,10,1118000.0,3840,0,3840,3600,16619,16553,1,0,1983,0,98040
1.0,2,5,1.0,7,330000.0,1220,0,1220,2000,10000,9600,0,0,1950,0,98028
2.25,5,4,1.0,7,530000.0,1500,1220,2720,2110,8800,8800,0,0,1958,0,98008
2.0,4,1,1.0,8,365000.0,1940,0,1940,2000,25600,10071,0,0,1962,0,98006
2.5,3,3,1.5,7,378750.0,1260,900,2160,1060,3000,3500,0,0,1909,1,98118
1.75,4,4,1.5,7,269900.0,1530,0,1530,1390,8750,8750,0,0,1968,0,98058
3.5,3,3,2.0,8,557000.0,1290,420,1710,1630,2096,1543,0,0,2008,0,98122
1.75,4,4,1.0,7,360000.0,2150,1580,3730,1880,16980,16963,0,0,1974,0,98022
1.0,2,4,1.0,7,352000.0,940,0,940,1560,5000,4500,0,0,1937,0,98117
2.5,3,3,2.0,8,437000.0,1750,0,1750,2430,22357,22357,0,0,1994,0,98045
2.5,4,3,2.0,7,322500.0,1820,0,1820,1820,6753,7107,0,0,1994,0,98038
3.25,3,3,2.0,9,650000.0,1330,180,1510,1510,2000,1352,0,0,2001,0,98116
2.0,3,3,3.0,8,450000.0,1290,0,1290,1290,1213,3235,0,0,2001,0,98103
2.0,3,3,1.0,7,278500.0,1570,0,1570,1570,5250,5250,0,0,1998,0,98092
2.5,4,3,2.0,8,364950.0,1930,0,1930,2090,6957,6996,0,0,1995,0,98055
3.5,4,4,1.0,10,840000.0,2840,0,2840,3180,40139,36852,4,0,1986,0,98038
2.5,3,3,2.0,7,268000.0,1550,0,1550,1550,8134,8134,0,0,1991,0,98031
1.0,2,3,1.0,5,517534.0,833,0,833,1380,143947,143947,0,0,2006,0,98070
2.5,3,4,2.0,8,632925.0,2990,0,2990,2990,32239,36497,0,0,1978,0,98077
2.5,3,3,2.0,9,577500.0,2000,0,2000,2450,7251,8118,0,0,1995,0,98034
1.5,4,3,1.5,7,339000.0,2390,0,2390,2850,7480,6867,2,0,1920,0,98178
1.75,3,4,1.0,7,570000.0,1530,1380,2910,2520,37461,18295,0,0,1967,0,98052
1.75,4,3,1.0,7,563500.0,1610,475,2085,2690,174240,174240,0,0,1964,0,98024
2.25,4,5,1.0,7,423000.0,1290,910,2200,1910,9351,8660,0,0,1962,0,98133
2.25,3,3,2.0,8,355000.0,1860,0,1860,2320,5028,5465,0,0,2012,0,98019
4.25,5,3,2.0,12,1550000.0,6070,0,6070,4680,171626,211267,0,0,1999,0,98024
1.0,2,3,1.0,7,482000.0,950,0,950,1320,3960,4050,0,0,1941,0,98103
1.75,3,5,1.0,7,625000.0,1600,0,1600,1580,9135,9800,0,0,1955,0,98006
2.5,3,3,2.0,8,538000.0,2250,0,2250,2360,11632,11632,0,0,1988,0,98056
2.5,3,4,2.0,8,380000.0,2280,0,2280,2310,10255,10094,0,0,1985,0,98058
1.0,2,3,1.0,7,375000.0,940,0,940,1300,5120,5120,0,0,1909,0,98122
2.5,3,5,1.0,7,245000.0,1030,500,1530,1850,8500,8140,0,0,1996,0,98038
1.75,5,4,1.0,7,310000.0,2190,0,2190,1620,27260,39480,0,0,1947,1,98166
2.0,3,4,1.0,8,1300000.0,1770,580,2350,3530,15021,15715,0,0,1976,0,98004
2.0,4,3,1.0,7,397000.0,1200,240,1440,1460,7680,9660,0,0,1971,0,98034
2.5,3,3,2.0,8,365000.0,2200,0,2200,2310,4052,5082,0,0,2005,0,98058
3.0,4,3,2.0,9,328500.0,2290,0,2290,2290,8250,8250,0,0,1990,0,98042
3.0,4,3,2.0,11,988000.0,4040,0,4040,3930,19700,21887,0,0,1987,0,98052
2.5,4,5,1.5,8,1000000.0,1920,690,2610,1810,3277,3277,0,0,1922,0,98103
2.5,3,3,2.0,7,237000.0,1490,0,1490,1490,2138,2094,0,0,2005,0,98055
2.5,4,3,2.0,8,525000.0,2450,0,2450,2300,5280,4674,0,0,2003,0,98011
2.5,4,3,1.0,9,749000.0,1440,270,1710,2140,9627,9131,0,0,1976,1,98006
2.5,5,3,2.0,10,722500.0,3470,1400,4870,3180,11800,11398,0,0,1983,0,98074
2.5,3,3,2.0,10,843000.0,3130,0,3130,2860,8750,9003,0,0,1991,0,98052
2.0,2,3,3.0,8,438000.0,1270,0,1270,1610,1372,3090,0,0,2000,0,98115
1.75,3,3,1.0,8,578000.0,1540,580,2120,2460,10875,11760,2,0,1977,0,98146
1.5,3,5,1.0,7,227950.0,1670,0,1670,2077,8230,4910,0,0,1954,0,98001
2.25,3,3,2.0,7,196000.0,2070,0,2070,1890,11576,7519,0,0,1974,0,98001
1.0,2,3,1.0,8,641000.0,1070,350,1420,2400,5332,5406,0,0,1953,0,98105
1.5,3,4,1.0,6,350000.0,1250,0,1250,1930,219978,210394,0,0,1980,0,98038
1.0,3,4,1.0,7,205000.0,940,0,940,1150,7980,8050,0,0,1960,0,98032
1.75,3,3,1.0,7,400000.0,1920,0,1920,1920,9102,9760,0,0,1968,0,98072
2.5,3,3,1.0,10,1030000.0,2610,935,3545,3630,9816,7704,0,0,2005,0,98027
2.0,3,3,1.0,7,505000.0,1260,0,1260,1510,5460,5460,0,0,1972,0,98034
2.5,5,3,1.0,7,475000.0,1300,1040,2340,1930,7200,7221,0,0,1975,0,98034
2.25,3,5,1.0,8,520000.0,1440,1150,2590,2580,9263,9450,0,0,1977,0,98028
4.5,3,3,2.0,10,1450000.0,3260,710,3970,2610,24920,13838,2,0,1977,1,98034
1.75,3,3,1.0,7,333500.0,1220,0,1220,1630,9732,10007,0,0,1965,0,98011
1.0,3,4,1.0,6,232000.0,1400,0,1400,1230,10403,10209,0,0,1976,0,98038
2.75,3,4,1.0,8,691100.0,1710,650,2360,2120,16117,16117,0,0,1983,0,98006
1.75,3,4,1.0,8,811000.0,1870,0,1870,1900,9897,10005,0,0,1960,0,98040
2.5,3,3,2.0,9,551000.0,2830,0,2830,2500,5802,5788,0,0,2001,0,98028
2.5,3,3,2.0,8,496500.0,2260,0,2260,2350,3640,3710,0,0,1994,0,98072
3.0,3,4,2.0,9,705000.0,1770,200,1970,2280,20978,75396,3,1,1980,0,98070
2.5,4,5,1.0,9,578000.0,1770,1370,3140,2460,9225,9600,2,0,1966,0,98055
1.75,3,5,1.0,7,255000.0,1240,0,1240,1490,8659,8223,0,0,1986,0,98042
3.5,4,3,2.0,10,1050000.0,3450,0,3450,3220,7832,8567,0,0,2007,0,98006
2.25,3,4,2.0,8,348000.0,2570,0,2570,2400,8491,8049,0,0,1989,0,98042
2.0,3,3,2.0,7,230000.0,1510,0,1510,1570,3413,3777,0,0,1985,0,98031
2.25,4,3,2.0,9,359500.0,2390,0,2390,2480,11250,11250,0,0,1988,0,98023
1.0,3,3,1.0,6,330000.0,980,0,980,1220,7000,7000,0,0,1953,0,98133
0.75,1,2,1.0,4,80000.0,430,0,430,1200,5050,7500,0,0,1912,0,98014
1.75,3,3,1.0,7,465000.0,1480,0,1480,1480,6360,6360,0,0,1954,0,98133
2.5,4,3,2.0,8,325000.0,1850,0,1850,2100,7324,7329,0,0,1997,0,98042
2.0,3,4,1.0,7,340500.0,1920,350,2270,1770,28025,14833,0,0,1947,0,98168
2.5,3,3,2.0,8,342500.0,1810,0,1810,1810,5192,6200,0,0,1993,0,98038
2.0,2,3,2.0,6,290900.0,1610,0,1610,1310,17600,12950,0,0,1930,1,98178
4.25,3,3,2.0,10,868700.0,3840,0,3840,3230,6161,7709,0,0,2000,0,98074
2.75,4,3,2.0,9,1199000.0,3130,980,4110,2820,8400,8400,1,0,1928,1,98125
3.25,4,3,2.0,11,1150000.0,3150,1040,4190,4300,10259,11919,0,0,2000,0,98074
2.75,4,3,2.0,9,859900.0,3390,0,3390,3390,6298,7111,0,0,2011,0,98074
2.25,4,3,2.0,7,520000.0,1890,0,1890,1580,3006,3000,0,0,2003,0,98029
2.5,3,3,2.0,9,460000.0,1080,530,1610,1610,2527,4173,2,0,2005,0,98118
1.5,3,3,1.0,7,438924.0,850,200,1050,1770,4590,5400,0,0,1949,0,98115
1.0,2,3,1.0,5,315000.0,630,0,630,1420,6550,6550,0,0,1918,0,98126
2.75,4,3,1.0,8,590000.0,1780,1130,2910,2920,10650,10988,2,0,1975,0,98033
1.75,4,3,1.0,7,378500.0,850,850,1700,1620,8640,9000,0,0,1955,0,98006
2.5,3,4,2.0,9,328500.0,1950,0,1950,2350,8130,7691,0,0,1990,0,98042
3.0,3,4,2.0,8,849950.0,2990,0,2990,2230,9773,11553,0,0,1973,0,98005
1.5,3,3,1.0,7,525000.0,900,450,1350,1730,6000,6012,2,0,1950,0,98136
3.25,4,3,2.5,9,1385000.0,4860,0,4860,3850,181319,181319,0,0,1993,0,98074
2.5,4,4,1.0,8,295000.0,1460,700,2160,2060,7725,8250,0,0,1978,0,98023
3.5,6,3,2.0,11,1067000.0,3860,1000,4860,3600,11793,11793,0,0,1998,0,98006
2.0,2,3,1.0,6,207950.0,890,0,890,1860,5000,5000,0,0,1917,0,98118
2.75,4,3,2.0,9,699900.0,2810,0,2810,2820,7302,7302,0,0,2002,0,98075
2.5,5,4,2.0,8,1280000.0,3400,0,3400,3080,9500,11081,1,0,1977,0,98027
1.5,4,4,1.0,7,452000.0,960,620,1580,1560,7350,7350,0,0,1963,0,98052
2.0,3,4,1.0,7,370000.0,1680,0,1680,1680,5036,4921,1,0,1987,0,98055
1.75,3,5,1.0,7,232000.0,1300,0,1300,1300,11230,10794,0,0,1968,0,98042
2.5,5,4,2.0,7,669950.0,2380,440,2820,1910,14062,10392,0,0,1960,0,98034
2.0,3,3,1.0,7,397500.0,1070,440,1510,1660,6710,6600,0,0,1972,0,98034
2.5,2,3,2.0,8,490000.0,870,360,1230,1240,1391,1350,0,0,2004,0,98112
2.0,4,3,2.0,9,725000.0,1710,400,2110,1440,4140,4420,0,0,1925,1,98116
2.75,3,4,1.0,7,299000.0,1610,1470,3080,2424,19635,12410,2,0,1958,0,98032
1.5,2,4,1.5,7,625000.0,1190,300,1490,1590,5750,4025,0,0,1900,0,98116
2.5,3,3,2.0,7,437500.0,2120,0,2120,2530,4500,4816,0,0,2000,0,98065
2.5,4,3,2.0,9,650000.0,3180,0,3180,3030,5438,5335,0,0,2003,0,98065
1.0,2,3,1.0,7,475000.0,860,630,1490,1460,3825,3825,0,0,1929,0,98117
2.0,3,4,1.0,8,342000.0,1930,0,1930,2200,11947,12825,0,0,1966,0,98042
2.5,4,3,2.0,10,1197350.0,2770,0,2770,2720,7800,10000,0,0,1999,0,98033
1.5,3,4,1.0,7,280000.0,1670,0,1670,1930,11610,10200,0,0,1963,0,98055
1.75,2,3,1.0,7,240000.0,1330,0,1330,1450,7200,11682,0,0,1993,0,98188
1.0,3,4,1.5,7,529000.0,1210,0,1210,1640,3328,3333,0,0,1924,0,98107
1.0,3,4,1.0,7,442000.0,1030,160,1190,1690,5100,5100,0,0,1941,0,98136
1.0,2,4,1.0,7,615000.0,820,720,1540,1420,6872,5538,0,0,1946,0,98119
3.75,4,3,2.0,10,1485000.0,4030,0,4030,2160,10800,7200,0,0,2006,0,98033
1.75,4,4,1.0,8,585000.0,1580,850,2430,1980,7559,8750,0,0,1981,0,98052
2.5,4,3,2.0,8,480000.0,2600,0,2600,2830,7787,7787,0,0,2005,0,98059
3.5,5,4,2.0,9,1095000.0,4410,0,4410,2900,57063,50529,0,0,1990,0,98053
1.0,4,3,1.5,7,290000.0,1330,0,1330,1220,8184,660,0,0,1949,0,98133
1.75,3,5,1.0,7,615000.0,950,950,1900,1770,5000,5000,0,0,1951,0,98116
1.0,2,4,1.0,7,300000.0,1100,0,1100,1460,7680,7680,0,0,1950,0,98133
1.0,3,3,1.5,6,308000.0,1580,400,1980,1860,39150,11811,0,0,1932,0,98030
2.5,3,3,2.0,9,750000.0,2400,0,2400,2080,7745,8615,0,0,2001,0,98033
2.25,4,5,2.5,9,2250000.0,3390,1370,4760,2950,8036,9323,0,0,1916,0,98112
3.25,4,3,2.0,10,890000.0,3180,0,3180,2200,194278,178160,0,0,2005,0,98059
1.0,3,5,1.0,6,288000.0,1190,0,1190,1190,7560,7560,0,0,1958,0,98058
1.0,2,3,1.0,6,190000.0,630,0,630,1470,6000,6840,0,0,1943,1,98178
3.0,5,3,1.0,8,515000.0,1520,1010,2530,2290,5105,4011,0,0,2005,0,98133
1.5,4,4,1.0,5,235000.0,1690,0,1690,1690,11054,9040,0,0,1930,0,98055
1.0,2,3,1.0,6,275000.0,940,0,940,940,5000,5000,0,0,1951,0,98126
2.0,2,4,1.0,7,727500.0,1240,0,1240,1380,9119,9121,0,0,1952,0,98004
2.5,4,3,2.0,7,650000.0,3040,0,3040,2740,6587,6587,0,0,2003,0,98053
5.0,6,3,2.0,11,1600000.0,6050,0,6050,4210,230652,233971,3,0,2001,0,98024
1.0,4,3,1.5,6,365000.0,1590,0,1590,1320,7085,7085,0,0,1944,0,98125
1.75,3,3,1.0,9,662000.0,2500,0,2500,2590,36947,28837,0,0,1984,0,98052
2.5,3,3,1.0,7,270500.0,1320,460,1780,1680,7848,7848,0,0,1978,0,98038
1.5,2,3,2.0,7,200000.0,1360,0,1360,1360,1898,1898,0,0,1978,0,98092
3.25,4,3,2.0,10,970000.0,4740,0,4740,3340,76230,49206,0,0,1987,0,98075
1.5,3,4,1.0,7,160000.0,1010,0,1010,1400,9600,9660,0,0,1962,0,98198
1.0,3,4,1.0,6,204000.0,1040,0,1040,1580,7405,7405,0,0,1971,0,98010
2.25,3,4,2.0,7,358000.0,1610,0,1610,1780,6655,7529,0,0,1985,0,98058
1.75,4,3,1.0,7,452000.0,1570,0,1570,1870,8268,8190,0,0,1979,0,98011
2.0,2,4,1.0,7,595000.0,1010,500,1510,1920,4000,4000,0,0,1900,0,98103
2.0,3,3,1.0,7,249000.0,1360,0,1360,1360,6082,6987,0,0,1994,0,98042
2.5,4,3,2.0,8,346900.0,1970,0,1970,2230,5106,5109,0,0,1999,0,98055
2.5,3,4,2.0,12,2125000.0,5403,0,5403,3980,24069,104374,4,1,1976,0,98166
2.5,4,3,2.0,7,280000.0,1560,0,1560,1560,4350,4350,0,0,2003,0,98056
1.75,4,4,1.0,8,318888.0,2270,50,2320,2120,12000,9880,0,0,1973,0,98032
2.25,3,3,1.0,8,530000.0,2120,0,2120,2480,40518,13492,0,0,1967,0,98075
2.25,3,4,2.0,8,375000.0,2120,0,2120,2120,18500,14479,0,0,1983,0,98031
2.5,4,3,2.0,11,910000.0,3350,0,3350,3920,29242,24728,0,0,1988,0,98052
2.5,4,4,2.0,10,782000.0,2380,0,2380,2560,9614,9770,0,0,1991,0,98006
2.0,2,3,2.0,9,259950.0,720,350,1070,1070,649,928,0,0,2008,0,98106
2.75,4,4,1.0,7,315000.0,1560,740,2300,1870,18360,9588,0,0,1979,0,98058
1.0,2,4,1.0,6,215000.0,1320,0,1320,1190,8865,6490,0,0,1943,0,98168
1.75,3,4,1.0,7,705000.0,1140,1040,2180,2180,10221,8535,2,0,1946,0,98040
3.0,3,5,2.0,10,1450000.0,3580,800,4380,3080,6320,7680,3,0,1952,0,98199
1.75,3,3,2.0,7,451000.0,1790,0,1790,1520,9813,10125,0,0,1949,0,98155
1.0,2,4,1.0,6,261000.0,750,0,750,1340,8125,8750,0,0,1943,0,98055
1.5,3,5,1.0,7,396000.0,1300,0,1300,1570,8280,8692,0,0,1956,0,98028
2.5,4,3,2.0,9,725000.0,2990,0,2990,3715,29170,29170,3,0,1999,0,98059
3.5,7,3,2.0,11,1950000.0,2860,1780,4640,3230,15235,20697,1,0,1965,1,98040
1.0,4,3,1.5,7,238000.0,1400,0,1400,1310,7242,7314,0,0,1959,0,98188
1.75,6,4,2.0,8,750000.0,2750,0,2750,2040,9563,9563,0,0,1973,0,98052
2.5,4,3,2.0,7,331500.0,2050,0,2050,2050,10271,8103,0,0,1998,0,98042
3.0,4,3,1.0,7,460000.0,1410,820,2230,1960,108900,65340,0,0,1978,0,98065
2.25,4,4,1.0,8,404950.0,2340,0,2340,2340,217014,107898,0,0,1982,0,98092
2.5,3,3,2.0,9,880000.0,2870,0,2870,1630,5163,7995,0,0,2014,0,98103
2.5,4,3,2.0,10,863000.0,4120,0,4120,3180,22370,7257,0,0,1997,0,98074
1.75,3,3,1.0,7,638700.0,1370,710,2080,1870,9162,8944,0,0,1960,0,98005
2.5,3,3,2.0,7,435000.0,1840,0,1840,1600,5680,4697,0,0,2008,0,98053
1.0,3,4,1.5,6,260000.0,1180,0,1180,1490,5350,5350,0,0,1959,0,98178
2.75,5,5,1.5,7,671500.0,1530,630,2160,2040,4000,4000,0,0,1927,0,98105
1.0,3,3,1.5,8,610000.0,1180,0,1180,1440,3400,3400,0,0,1907,0,98109
0.75,2,4,1.0,6,405000.0,870,290,1160,1870,15029,25346,0,0,1937,0,98014
2.5,4,3,2.0,7,338900.0,1830,0,1830,1830,5612,5998,0,0,2003,0,98038
4.0,4,3,2.0,10,720000.0,3200,0,3200,3480,7708,7944,0,0,2004,0,98075
3.0,5,4,1.5,7,442000.0,1760,800,2560,1080,5445,5445,0,0,1927,0,98108
2.75,5,5,1.5,8,650000.0,2550,0,2550,1590,5040,3840,0,0,1902,0,98122
1.75,3,3,1.0,7,263500.0,1040,290,1330,1330,9917,9081,0,0,1981,0,98058
1.0,2,4,1.0,7,300000.0,1220,0,1220,2010,75794,98010,0,0,1963,0,98038
